Date,Country,New Cases,Cumulative cases,New deaths,Cumulative deaths
6/17/21,United States of America,0,33273638,0,595496
6/18/21,United States of America,86396,33360034,2313,597809
6/19/21,United States of America,0,33360034,0,597809
6/20/21,United States of America,0,33360034,0,597809
6/21/21,United States of America,0,33360034,0,597809
6/22/21,United States of America,0,33360034,0,597809
6/23/21,United States of America,0,33360034,0,597809
6/24/21,United States of America,0,33360034,0,597809
6/25/21,United States of America,81785,33441819,2023,599832
6/26/21,United States of America,0,33441819,0,599832
6/27/21,United States of America,0,33441819,0,599832
6/28/21,United States of America,0,33441819,0,599832
6/29/21,United States of America,0,33441819,0,599832
6/30/21,United States of America,0,33441819,0,599832
7/1/21,United States of America,0,33441819,0,599832
7/2/21,United States of America,93939,33535758,1902,601734
7/3/21,United States of America,0,33535758,0,601734
7/4/21,United States of America,0,33535758,0,601734
7/5/21,United States of America,0,33535758,0,601734
7/6/21,United States of America,0,33535758,0,601734
7/7/21,United States of America,0,33535758,0,601734
7/8/21,United States of America,0,33535758,0,601734
7/9/21,United States of America,109451,33645209,1660,603394
7/10/21,United States of America,0,33645209,0,603394
7/11/21,United States of America,0,33645209,0,603394
7/12/21,United States of America,0,33645209,0,603394
7/13/21,United States of America,0,33645209,0,603394
7/14/21,United States of America,0,33645209,0,603394
7/15/21,United States of America,0,33645209,0,603394
7/16/21,United States of America,178396,33823605,1890,605284
7/17/21,United States of America,0,33823605,0,605284
7/18/21,United States of America,0,33823605,0,605284
7/19/21,United States of America,0,33823605,0,605284
7/20/21,United States of America,0,33823605,0,605284
7/21/21,United States of America,0,33823605,0,605284
7/22/21,United States of America,0,33823605,0,605284
7/23/21,United States of America,288108,34111713,1971,607255
7/24/21,United States of America,0,34111713,0,607255
7/25/21,United States of America,0,34111713,0,607255
7/26/21,United States of America,0,34111713,0,607255
7/27/21,United States of America,0,34111713,0,607255
7/28/21,United States of America,0,34111713,0,607255
7/29/21,United States of America,0,34111713,0,607255
7/30/21,United States of America,452845,34564558,2333,609588
7/31/21,United States of America,0,34564558,0,609588
8/1/21,United States of America,0,34564558,0,609588
8/2/21,United States of America,0,34564558,0,609588
8/3/21,United States of America,0,34564558,0,609588
8/4/21,United States of America,0,34564558,0,609588
8/5/21,United States of America,0,34564558,0,609588
8/6/21,United States of America,668277,35232835,2996,612584
8/7/21,United States of America,0,35232835,0,612584
8/8/21,United States of America,0,35232835,0,612584
8/9/21,United States of America,0,35232835,0,612584
8/10/21,United States of America,0,35232835,0,612584
8/11/21,United States of America,0,35232835,0,612584
8/12/21,United States of America,0,35232835,0,612584
8/13/21,United States of America,900554,36133389,4821,617405
8/14/21,United States of America,0,36133389,0,617405
8/15/21,United States of America,0,36133389,0,617405
8/16/21,United States of America,0,36133389,0,617405
8/17/21,United States of America,0,36133389,0,617405
8/18/21,United States of America,0,36133389,0,617405
8/19/21,United States of America,0,36133389,0,617405
8/20/21,United States of America,1000094,37133483,6058,623463
8/21/21,United States of America,0,37133483,0,623463
8/22/21,United States of America,0,37133483,0,623463
8/23/21,United States of America,0,37133483,0,623463
8/24/21,United States of America,0,37133483,0,623463
8/25/21,United States of America,0,37133483,0,623463
8/26/21,United States of America,0,37133483,0,623463
8/27/21,United States of America,1005717,38139200,7739,631202
8/28/21,United States of America,0,38139200,0,631202
8/29/21,United States of America,0,38139200,0,631202
8/30/21,United States of America,0,38139200,0,631202
8/31/21,United States of America,0,38139200,0,631202
9/1/21,United States of America,0,38139200,0,631202
9/2/21,United States of America,0,38139200,0,631202
9/3/21,United States of America,1175785,39314985,10020,641222
9/4/21,United States of America,0,39314985,0,641222
9/5/21,United States of America,0,39314985,0,641222
9/6/21,United States of America,0,39314985,0,641222
9/7/21,United States of America,0,39314985,0,641222
9/8/21,United States of America,0,39314985,0,641222
9/9/21,United States of America,0,39314985,0,641222
9/10/21,United States of America,1041731,40356716,10749,651971
9/11/21,United States of America,0,40356716,0,651971
9/12/21,United States of America,0,40356716,0,651971
9/13/21,United States of America,0,40356716,0,651971
9/14/21,United States of America,0,40356716,0,651971
9/15/21,United States of America,0,40356716,0,651971
9/16/21,United States of America,0,40356716,0,651971
9/17/21,United States of America,1082596,41439312,13711,665682
9/18/21,United States of America,0,41439312,0,665682
9/19/21,United States of America,0,41439312,0,665682
9/20/21,United States of America,0,41439312,0,665682
9/21/21,United States of America,0,41439312,0,665682
9/22/21,United States of America,0,41439312,0,665682
9/23/21,United States of America,0,41439312,0,665682
9/24/21,United States of America,918339,42357651,14288,679970
9/25/21,United States of America,0,42357651,0,679970
9/26/21,United States of America,0,42357651,0,679970
9/27/21,United States of America,0,42357651,0,679970
9/28/21,United States of America,0,42357651,0,679970
9/29/21,United States of America,0,42357651,0,679970
9/30/21,United States of America,0,42357651,0,679970
10/1/21,United States of America,799351,43157002,14502,694472
10/2/21,United States of America,0,43157002,0,694472
10/3/21,United States of America,0,43157002,0,694472
10/4/21,United States of America,0,43157002,0,694472
10/5/21,United States of America,0,43157002,0,694472
10/6/21,United States of America,0,43157002,0,694472
10/7/21,United States of America,0,43157002,0,694472
10/8/21,United States of America,703907,43860909,12604,707076
10/9/21,United States of America,0,43860909,0,707076
10/10/21,United States of America,0,43860909,0,707076
10/11/21,United States of America,0,43860909,0,707076
10/12/21,United States of America,0,43860909,0,707076
10/13/21,United States of America,0,43860909,0,707076
10/14/21,United States of America,0,43860909,0,707076
10/15/21,United States of America,616908,44477817,11151,718227
10/16/21,United States of America,0,44477817,0,718227
10/17/21,United States of America,0,44477817,0,718227
10/18/21,United States of America,0,44477817,0,718227
10/19/21,United States of America,0,44477817,0,718227
10/20/21,United States of America,0,44477817,0,718227
10/21/21,United States of America,0,44477817,0,718227
10/22/21,United States of America,532066,45009883,11949,730176
10/23/21,United States of America,0,45009883,0,730176
10/24/21,United States of America,0,45009883,0,730176
10/25/21,United States of America,0,45009883,0,730176
10/26/21,United States of America,0,45009883,0,730176
10/27/21,United States of America,0,45009883,0,730176
10/28/21,United States of America,0,45009883,0,730176
10/29/21,United States of America,503582,45513465,9352,739528
10/30/21,United States of America,0,45513465,0,739528
10/31/21,United States of America,0,45513465,0,739528
11/1/21,United States of America,0,45513465,0,739528
11/2/21,United States of America,0,45513465,0,739528
11/3/21,United States of America,0,45513465,0,739528
11/4/21,United States of America,0,45513465,0,739528
11/5/21,United States of America,502763,46016228,8527,748055
11/6/21,United States of America,0,46016228,0,748055
11/7/21,United States of America,0,46016228,0,748055
11/8/21,United States of America,0,46016228,0,748055
11/9/21,United States of America,0,46016228,0,748055
11/10/21,United States of America,0,46016228,0,748055
11/11/21,United States of America,0,46016228,0,748055
11/12/21,United States of America,538319,46554547,8266,756321
11/13/21,United States of America,0,46554547,0,756321
11/14/21,United States of America,0,46554547,0,756321
11/15/21,United States of America,0,46554547,0,756321
11/16/21,United States of America,0,46554547,0,756321
11/17/21,United States of America,0,46554547,0,756321
11/18/21,United States of America,0,46554547,0,756321
11/19/21,United States of America,613851,47168398,7443,763764
11/20/21,United States of America,0,47168398,0,763764
11/21/21,United States of America,0,47168398,0,763764
11/22/21,United States of America,0,47168398,0,763764
11/23/21,United States of America,0,47168398,0,763764
11/24/21,United States of America,0,47168398,0,763764
11/25/21,United States of America,0,47168398,0,763764
11/26/21,United States of America,667618,47836016,8088,771852
11/27/21,United States of America,0,47836016,0,771852
11/28/21,United States of America,0,47836016,0,771852
11/29/21,United States of America,0,47836016,0,771852
11/30/21,United States of America,0,47836016,0,771852
12/1/21,United States of America,0,47836016,0,771852
12/2/21,United States of America,0,47836016,0,771852
12/3/21,United States of America,614753,48450769,7211,779063
12/4/21,United States of America,0,48450769,0,779063
12/5/21,United States of America,0,48450769,0,779063
12/6/21,United States of America,0,48450769,0,779063
12/7/21,United States of America,0,48450769,0,779063
12/8/21,United States of America,0,48450769,0,779063
12/9/21,United States of America,0,48450769,0,779063
12/10/21,United States of America,842352,49293121,11209,790272
12/11/21,United States of America,0,49293121,0,790272
12/12/21,United States of America,0,49293121,0,790272
12/13/21,United States of America,0,49293121,0,790272
12/14/21,United States of America,0,49293121,0,790272
12/15/21,United States of America,0,49293121,0,790272
12/16/21,United States of America,0,49293121,0,790272
12/17/21,United States of America,837527,50130648,9580,799852
12/18/21,United States of America,0,50130648,0,799852
12/19/21,United States of America,0,50130648,0,799852
12/20/21,United States of America,0,50130648,0,799852
12/21/21,United States of America,0,50130648,0,799852
12/22/21,United States of America,0,50130648,0,799852
12/23/21,United States of America,0,50130648,0,799852
12/24/21,United States of America,1154057,51284705,11587,811439
12/25/21,United States of America,0,51284705,0,811439
12/26/21,United States of America,0,51284705,0,811439
12/27/21,United States of America,0,51284705,0,811439
12/28/21,United States of America,0,51284705,0,811439
12/29/21,United States of America,0,51284705,0,811439
12/30/21,United States of America,0,51284705,0,811439
12/31/21,United States of America,2116712,53401417,9960,821399
1/1/22,United States of America,0,53401417,0,821399
1/2/22,United States of America,0,53401417,0,821399
1/3/22,United States of America,0,53401417,0,821399
1/4/22,United States of America,0,53401417,0,821399
1/5/22,United States of America,0,53401417,0,821399
1/6/22,United States of America,0,53401417,0,821399
1/7/22,United States of America,4067201,57468618,9447,830846
1/8/22,United States of America,0,57468618,0,830846
1/9/22,United States of America,0,57468618,0,830846
1/10/22,United States of America,0,57468618,0,830846
1/11/22,United States of America,0,57468618,0,830846
1/12/22,United States of America,0,57468618,0,830846
1/13/22,United States of America,0,57468618,0,830846
1/14/22,United States of America,5421964,62890582,11909,842755
1/15/22,United States of America,0,62890582,0,842755
1/16/22,United States of America,0,62890582,0,842755
1/17/22,United States of America,0,62890582,0,842755
1/18/22,United States of America,0,62890582,0,842755
1/19/22,United States of America,0,62890582,0,842755
1/20/22,United States of America,0,62890582,0,842755
1/21/22,United States of America,5528680,68419262,14154,856909
1/22/22,United States of America,0,68419262,0,856909
1/23/22,United States of America,0,68419262,0,856909
1/24/22,United States of America,0,68419262,0,856909
1/25/22,United States of America,0,68419262,0,856909
1/26/22,United States of America,0,68419262,0,856909
1/27/22,United States of America,0,68419262,0,856909
1/28/22,United States of America,4368509,72787771,17442,874351
1/29/22,United States of America,0,72787771,0,874351
1/30/22,United States of America,0,72787771,0,874351
1/31/22,United States of America,0,72787771,0,874351
2/1/22,United States of America,0,72787771,0,874351
2/2/22,United States of America,0,72787771,0,874351
2/3/22,United States of America,0,72787771,0,874351
2/4/22,United States of America,2685123,75472894,17011,891362
2/5/22,United States of America,0,75472894,0,891362
2/6/22,United States of America,0,75472894,0,891362
2/7/22,United States of America,0,75472894,0,891362
2/8/22,United States of America,0,75472894,0,891362
2/9/22,United States of America,0,75472894,0,891362
2/10/22,United States of America,0,75472894,0,891362
2/11/22,United States of America,1472973,76945867,15910,907272
2/12/22,United States of America,0,76945867,0,907272
2/13/22,United States of America,0,76945867,0,907272
2/14/22,United States of America,0,76945867,0,907272
2/15/22,United States of America,0,76945867,0,907272
2/16/22,United States of America,0,76945867,0,907272
2/17/22,United States of America,0,76945867,0,907272
2/18/22,United States of America,917251,77863118,14776,922048
2/19/22,United States of America,0,77863118,0,922048
2/20/22,United States of America,0,77863118,0,922048
2/21/22,United States of America,0,77863118,0,922048
2/22/22,United States of America,0,77863118,0,922048
2/23/22,United States of America,0,77863118,0,922048
2/24/22,United States of America,0,77863118,0,922048
2/25/22,United States of America,541377,78404495,12475,934523
2/26/22,United States of America,0,78404495,0,934523
2/27/22,United States of America,0,78404495,0,934523
2/28/22,United States of America,0,78404495,0,934523
3/1/22,United States of America,0,78404495,0,934523
3/2/22,United States of America,0,78404495,0,934523
3/3/22,United States of America,0,78404495,0,934523
3/4/22,United States of America,363911,78768406,10554,945077
3/5/22,United States of America,0,78768406,0,945077
3/6/22,United States of America,0,78768406,0,945077
3/7/22,United States of America,0,78768406,0,945077
3/8/22,United States of America,0,78768406,0,945077
3/9/22,United States of America,0,78768406,0,945077
3/10/22,United States of America,0,78768406,0,945077
3/11/22,United States of America,249815,79018221,9427,954504
3/12/22,United States of America,0,79018221,0,954504
3/13/22,United States of America,0,79018221,0,954504
3/14/22,United States of America,0,79018221,0,954504
3/15/22,United States of America,0,79018221,0,954504
3/16/22,United States of America,0,79018221,0,954504
3/17/22,United States of America,0,79018221,0,954504
3/18/22,United States of America,213308,79231529,8086,962590
3/19/22,United States of America,0,79231529,0,962590
3/20/22,United States of America,0,79231529,0,962590
3/21/22,United States of America,0,79231529,0,962590
3/22/22,United States of America,0,79231529,0,962590
3/23/22,United States of America,0,79231529,0,962590
3/24/22,United States of America,0,79231529,0,962590
3/25/22,United States of America,188580,79420109,5301,967891
3/26/22,United States of America,0,79420109,0,967891
3/27/22,United States of America,0,79420109,0,967891
3/28/22,United States of America,0,79420109,0,967891
3/29/22,United States of America,0,79420109,0,967891
3/30/22,United States of America,0,79420109,0,967891
3/31/22,United States of America,0,79420109,0,967891
4/1/22,United States of America,189015,79609124,4135,972026
4/2/22,United States of America,0,79609124,0,972026
4/3/22,United States of America,0,79609124,0,972026
4/4/22,United States of America,0,79609124,0,972026
4/5/22,United States of America,0,79609124,0,972026
4/6/22,United States of America,0,79609124,0,972026
4/7/22,United States of America,0,79609124,0,972026
4/8/22,United States of America,189450,79798574,3962,975988
4/9/22,United States of America,0,79798574,0,975988
4/10/22,United States of America,0,79798574,0,975988
4/11/22,United States of America,0,79798574,0,975988
4/12/22,United States of America,0,79798574,0,975988
4/13/22,United States of America,0,79798574,0,975988
4/14/22,United States of America,0,79798574,0,975988
4/15/22,United States of America,219558,80018132,3792,979780
4/16/22,United States of America,0,80018132,0,979780
4/17/22,United States of America,0,80018132,0,979780
4/18/22,United States of America,0,80018132,0,979780
4/19/22,United States of America,0,80018132,0,979780
4/20/22,United States of America,0,80018132,0,979780
4/21/22,United States of America,0,80018132,0,979780
4/22/22,United States of America,280732,80298864,3022,982802
4/23/22,United States of America,0,80298864,0,982802
4/24/22,United States of America,0,80298864,0,982802
4/25/22,United States of America,0,80298864,0,982802
4/26/22,United States of America,0,80298864,0,982802
4/27/22,United States of America,0,80298864,0,982802
4/28/22,United States of America,0,80298864,0,982802
4/29/22,United States of America,343482,80642346,2932,985734
4/30/22,United States of America,0,80642346,0,985734
5/1/22,United States of America,0,80642346,0,985734
5/2/22,United States of America,0,80642346,0,985734
5/3/22,United States of America,0,80642346,0,985734
5/4/22,United States of America,0,80642346,0,985734
5/5/22,United States of America,0,80642346,0,985734
5/6/22,United States of America,421135,81063481,2745,988479
5/7/22,United States of America,0,81063481,0,988479
5/8/22,United States of America,0,81063481,0,988479
5/9/22,United States of America,0,81063481,0,988479
5/10/22,United States of America,0,81063481,0,988479
5/11/22,United States of America,0,81063481,0,988479
5/12/22,United States of America,0,81063481,0,988479
5/13/22,United States of America,555562,81619043,2342,990821
5/14/22,United States of America,0,81619043,0,990821
5/15/22,United States of America,0,81619043,0,990821
5/16/22,United States of America,0,81619043,0,990821
5/17/22,United States of America,0,81619043,0,990821
5/18/22,United States of America,0,81619043,0,990821
5/19/22,United States of America,0,81619043,0,990821
5/20/22,United States of America,656440,82275483,4084,994905
5/21/22,United States of America,0,82275483,0,994905
5/22/22,United States of America,0,82275483,0,994905
5/23/22,United States of America,0,82275483,0,994905
5/24/22,United States of America,0,82275483,0,994905
5/25/22,United States of America,0,82275483,0,994905
5/26/22,United States of America,0,82275483,0,994905
5/27/22,United States of America,744297,83019780,2597,997502
5/28/22,United States of America,0,83019780,0,997502
5/29/22,United States of America,0,83019780,0,997502
5/30/22,United States of America,0,83019780,0,997502
5/31/22,United States of America,0,83019780,0,997502
6/1/22,United States of America,0,83019780,0,997502
6/2/22,United States of America,0,83019780,0,997502
6/3/22,United States of America,688584,83708364,2041,999543
6/4/22,United States of America,0,83708364,0,999543
6/5/22,United States of America,0,83708364,0,999543
6/6/22,United States of America,0,83708364,0,999543
6/7/22,United States of America,0,83708364,0,999543
6/8/22,United States of America,0,83708364,0,999543
6/9/22,United States of America,0,83708364,0,999543
6/10/22,United States of America,743918,84452282,2276,1001819
6/11/22,United States of America,0,84452282,0,1001819
6/12/22,United States of America,0,84452282,0,1001819
6/13/22,United States of America,0,84452282,0,1001819
6/14/22,United States of America,0,84452282,0,1001819
6/15/22,United States of America,0,84452282,0,1001819
6/16/22,United States of America,0,84452282,0,1001819
6/17/22,United States of America,700093,85152375,2131,1003950
6/18/22,United States of America,0,85152375,0,1003950
6/19/22,United States of America,0,85152375,0,1003950
6/20/22,United States of America,0,85152375,0,1003950
6/21/22,United States of America,0,85152375,0,1003950
6/22/22,United States of America,0,85152375,0,1003950
6/23/22,United States of America,0,85152375,0,1003950
6/24/22,United States of America,671730,85824105,1997,1005947
6/25/22,United States of America,0,85824105,0,1005947
6/26/22,United States of America,0,85824105,0,1005947
6/27/22,United States of America,0,85824105,0,1005947
6/28/22,United States of America,0,85824105,0,1005947
6/29/22,United States of America,0,85824105,0,1005947
6/30/22,United States of America,0,85824105,0,1005947
7/1/22,United States of America,746458,86570563,2497,1008444
7/2/22,United States of America,0,86570563,0,1008444
7/3/22,United States of America,0,86570563,0,1008444
7/4/22,United States of America,0,86570563,0,1008444
7/5/22,United States of America,0,86570563,0,1008444
7/6/22,United States of America,0,86570563,0,1008444
7/7/22,United States of America,0,86570563,0,1008444
7/8/22,United States of America,764192,87334755,2364,1010808
7/9/22,United States of America,0,87334755,0,1010808
7/10/22,United States of America,0,87334755,0,1010808
7/11/22,United States of America,0,87334755,0,1010808
7/12/22,United States of America,0,87334755,0,1010808
7/13/22,United States of America,0,87334755,0,1010808
7/14/22,United States of America,0,87334755,0,1010808
7/15/22,United States of America,840609,88175364,2671,1013479
7/16/22,United States of America,0,88175364,0,1013479
7/17/22,United States of America,0,88175364,0,1013479
7/18/22,United States of America,0,88175364,0,1013479
7/19/22,United States of America,0,88175364,0,1013479
7/20/22,United States of America,0,88175364,0,1013479
7/21/22,United States of America,0,88175364,0,1013479
7/22/22,United States of America,885546,89060910,2783,1016262
7/23/22,United States of America,0,89060910,0,1016262
7/24/22,United States of America,0,89060910,0,1016262
7/25/22,United States of America,0,89060910,0,1016262
7/26/22,United States of America,0,89060910,0,1016262
7/27/22,United States of America,0,89060910,0,1016262
7/28/22,United States of America,0,89060910,0,1016262
7/29/22,United States of America,903226,89964136,3123,1019385
7/30/22,United States of America,0,89964136,0,1019385
7/31/22,United States of America,0,89964136,0,1019385
8/1/22,United States of America,0,89964136,0,1019385
8/2/22,United States of America,0,89964136,0,1019385
8/3/22,United States of America,0,89964136,0,1019385
8/4/22,United States of America,0,89964136,0,1019385
8/5/22,United States of America,815326,90779462,3485,1022870
8/6/22,United States of America,0,90779462,0,1022870
8/7/22,United States of America,0,90779462,0,1022870
8/8/22,United States of America,0,90779462,0,1022870
8/9/22,United States of America,0,90779462,0,1022870
8/10/22,United States of America,0,90779462,0,1022870
8/11/22,United States of America,0,90779462,0,1022870
8/12/22,United States of America,750883,91530345,3818,1026688
8/13/22,United States of America,0,91530345,0,1026688
8/14/22,United States of America,0,91530345,0,1026688
8/15/22,United States of America,0,91530345,0,1026688
8/16/22,United States of America,0,91530345,0,1026688
8/17/22,United States of America,0,91530345,0,1026688
8/18/22,United States of America,0,91530345,0,1026688
8/19/22,United States of America,670243,92200588,2960,1029648
8/20/22,United States of America,0,92200588,0,1029648
8/21/22,United States of America,0,92200588,0,1029648
8/22/22,United States of America,0,92200588,0,1029648
8/23/22,United States of America,0,92200588,0,1029648
8/24/22,United States of America,0,92200588,0,1029648
8/25/22,United States of America,0,92200588,0,1029648
8/26/22,United States of America,629537,92830125,3069,1032717
8/27/22,United States of America,0,92830125,0,1032717
8/28/22,United States of America,0,92830125,0,1032717
8/29/22,United States of America,0,92830125,0,1032717
8/30/22,United States of America,0,92830125,0,1032717
8/31/22,United States of America,0,92830125,0,1032717
9/1/22,United States of America,0,92830125,0,1032717
9/2/22,United States of America,600188,93430313,3898,1036615
9/3/22,United States of America,0,93430313,0,1036615
9/4/22,United States of America,0,93430313,0,1036615
9/5/22,United States of America,0,93430313,0,1036615
9/6/22,United States of America,0,93430313,0,1036615
9/7/22,United States of America,0,93430313,0,1036615
9/8/22,United States of America,0,93430313,0,1036615
9/9/22,United States of America,512828,93943141,2926,1039541
9/10/22,United States of America,0,93943141,0,1039541
9/11/22,United States of America,0,93943141,0,1039541
9/12/22,United States of America,0,93943141,0,1039541
9/13/22,United States of America,0,93943141,0,1039541
9/14/22,United States of America,0,93943141,0,1039541
9/15/22,United States of America,0,93943141,0,1039541
9/16/22,United States of America,460715,94403856,3162,1042703
9/17/22,United States of America,0,94403856,0,1042703
9/18/22,United States of America,0,94403856,0,1042703
9/19/22,United States of America,0,94403856,0,1042703
9/20/22,United States of America,0,94403856,0,1042703
9/21/22,United States of America,0,94403856,0,1042703
9/22/22,United States of America,0,94403856,0,1042703
9/23/22,United States of America,390931,94794787,3097,1045800
9/24/22,United States of America,0,94794787,0,1045800
9/25/22,United States of America,0,94794787,0,1045800
9/26/22,United States of America,0,94794787,0,1045800
9/27/22,United States of America,0,94794787,0,1045800
9/28/22,United States of America,0,94794787,0,1045800
9/29/22,United States of America,0,94794787,0,1045800
9/30/22,United States of America,336403,95131190,3345,1049145
10/1/22,United States of America,0,95131190,0,1049145
10/2/22,United States of America,0,95131190,0,1049145
10/3/22,United States of America,0,95131190,0,1049145
10/4/22,United States of America,0,95131190,0,1049145
10/5/22,United States of America,0,95131190,0,1049145
10/6/22,United States of America,0,95131190,0,1049145
10/7/22,United States of America,304229,95435419,2971,1052116
10/8/22,United States of America,0,95435419,0,1052116
10/9/22,United States of America,0,95435419,0,1052116
10/10/22,United States of America,0,95435419,0,1052116
10/11/22,United States of America,0,95435419,0,1052116
10/12/22,United States of America,0,95435419,0,1052116
10/13/22,United States of America,0,95435419,0,1052116
10/14/22,United States of America,256319,95691738,2564,1054680
10/15/22,United States of America,0,95691738,0,1054680
10/16/22,United States of America,0,95691738,0,1054680
10/17/22,United States of America,0,95691738,0,1054680
10/18/22,United States of America,0,95691738,0,1054680
10/19/22,United States of America,0,95691738,0,1054680
10/20/22,United States of America,0,95691738,0,1054680
10/21/22,United States of America,255623,95947361,2563,1057243
10/22/22,United States of America,0,95947361,0,1057243
10/23/22,United States of America,0,95947361,0,1057243
10/24/22,United States of America,0,95947361,0,1057243
10/25/22,United States of America,0,95947361,0,1057243
10/26/22,United States of America,0,95947361,0,1057243
10/27/22,United States of America,0,95947361,0,1057243
10/28/22,United States of America,259066,96206427,3187,1060430
10/29/22,United States of America,0,96206427,0,1060430
10/30/22,United States of America,0,96206427,0,1060430
10/31/22,United States of America,0,96206427,0,1060430
11/1/22,United States of America,0,96206427,0,1060430
11/2/22,United States of America,0,96206427,0,1060430
11/3/22,United States of America,0,96206427,0,1060430
